"","X1","Site","Subplot","SubplotID","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","X","group","dbh.class"
"743",70,"UMBS",141,"A04W",2643,"ACSA",11.5,"L","OS","07/12/2018",NA,NA,"A","8-13"
"744",71,"UMBS",141,"A04W",2644,"ACSA",19.2,"L","OD","07/12/2018",NA,NA,"A","18-23"
"745",72,"UMBS",141,"A04W",2645,"FAGR",12.4,"D","UN","07/12/2018",NA,NA,"A","8-13"
"746",73,"UMBS",141,"A04W",2646,"ACSA",25.5,"L","OD","07/12/2018",NA,NA,"A","23-28"
"747",75,"UMBS",141,"A04W",2648,"ACSA",15.9,"L","OS","07/12/2018",NA,NA,"A","13-18"
"748",76,"UMBS",141,"A04W",2649,"ACSA",17.7,"L","OS","07/12/2018","2649 - 2650 share base",NA,"A","13-18"
"749",77,"UMBS",141,"A04W",2650,"ACSA",10.2,"L","UN","07/12/2018","2649 - 2650 share base",NA,"A","8-13"
"750",78,"UMBS",141,"A04W",2651,"ACSA",14.9,"L","OS","07/12/2018","2651 - 2652 share base",NA,"A","13-18"
"751",79,"UMBS",141,"A04W",2652,"ACSA",15.2,"L","OS","07/12/2018","2651 - 2652 share base",NA,"A","13-18"
"752",80,"UMBS",141,"A04W",2653,"POGR",52.8,"L","OD","07/12/2018",NA,NA,"A","48-53"
"753",81,"UMBS",141,"A04W",2654,"BEAL",15,"D","UN","07/12/2018",NA,NA,"A","13-18"
"754",82,"UMBS",141,"A04W",2655,"ACSA",14.5,"L","OS","07/12/2018","2655 - 2656 share base",NA,"A","13-18"
"755",83,"UMBS",141,"A04W",2656,"ACSA",20.3,"L","OS","07/12/2018","2655 - 2656 share base",NA,"A","18-23"
"756",84,"UMBS",141,"A04W",2657,"?",10.1,"D","SA","07/12/2018",NA,NA,"A","8-13"
"757",85,"UMBS",141,"A04W",2658,"ACSA",8.6,"L","UN","07/12/2018",NA,NA,"A","8-13"
"758",86,"UMBS",141,"A04W",2659,"POGR",38.5,"L","OD","07/12/2018",NA,NA,"A","38-43"
"759",87,"UMBS",141,"A04W",2660,"POGR",56,"L","OD","07/12/2018",NA,NA,"A","53-58"
"760",88,"UMBS",141,"A04W",2661,"ACSA",12.8,"L","OS","07/12/2018","2661 2667 share base",NA,"A","8-13"
"761",89,"UMBS",141,"A04W",2662,"ACSA",22.4,"L","OD","07/12/2018","2661 2667 share base",NA,"A","18-23"
"762",90,"UMBS",141,"A04W",2663,"ACSA",17.7,"L","OS","07/12/2018",NA,NA,"A","13-18"
"763",91,"UMBS",141,"A04W",2664,"FAGR",14.4,"L","OS","07/12/2018",NA,NA,"A","13-18"
"764",92,"UMBS",141,"A04W",2665,"ACSA",11.8,"L","OS","07/12/2018",NA,NA,"A","8-13"
"765",93,"UMBS",141,"A04W",2666,"ACSA",21.3,"L","OS","07/12/2018",NA,NA,"A","18-23"
"766",94,"UMBS",141,"A04W",2667,"ACSA",16,"L","OS","07/12/2018",NA,NA,"A","13-18"
"767",95,"UMBS",141,"A04W",2668,"FAGR",9,"L","UN","07/12/2018",NA,NA,"A","8-13"
"768",96,"UMBS",141,"A04W",2669,"FAGR",18.7,"L","OS","07/12/2018",NA,NA,"A","18-23"
"769",97,"UMBS",141,"A04W",2670,"FAGR",19,"L","OS","07/12/2018",NA,NA,"A","18-23"
"770",98,"UMBS",141,"A04W",2671,"ACRU",43.7,"L","OD","07/12/2018",NA,NA,"A","43-48"
"771",99,"UMBS",141,"A04W",2672,"ACRU",35.5,"L","OD","07/12/2018",NA,NA,"A","33-38"
"772",100,"UMBS",141,"A04W",2673,"ACRU",23.2,"L","OD","07/12/2018",NA,NA,"A","23-28"
"773",1,"UMBS",212,"B01E",1654,"QURU",8.7,"L","OS","07/04/2018",NA,NA,"B","8-13"
"774",2,"UMBS",212,"B01E",1655,"QURU",21.1,"L","OD","07/04/2018",NA,NA,"B","18-23"
"775",3,"UMBS",212,"B01E",1656,"QURU",8.9,"L","OS","07/04/2018",NA,NA,"B","8-13"
"776",4,"UMBS",212,"B01E",1657,"FAGR",9.6,"L","UN","07/04/2018","reading taken above DBH",NA,"B","8-13"
"777",5,"UMBS",212,"B01E",1658,"ACRU",18.8,"L","OD","07/04/2018",NA,NA,"B","18-23"
"778",6,"UMBS",212,"B01E",1659,"ACRU",10,"D","UN","07/04/2018","1659-1660 share base",NA,"B","8-13"
"779",7,"UMBS",212,"B01E",1660,"ACRU",13.2,"L","OS","07/04/2018","1659-1660 share base",NA,"B","13-18"
"780",8,"UMBS",212,"B01E",1661,"ACRU",13.7,"L","OS","07/04/2018","1661-1662 share base",NA,"B","13-18"
"781",9,"UMBS",212,"B01E",1662,"ACRU",22.3,"L","OS","07/04/2018","1661-1662 share base",NA,"B","18-23"
"782",11,"UMBS",212,"B01E",1664,"POGR",40.4,"L","OD","07/04/2018",NA,NA,"B","38-43"
"783",12,"UMBS",212,"B01E",1665,"ACRU",27.4,"L","OD","07/04/2018","1665-1668 share base",NA,"B","23-28"
"784",13,"UMBS",212,"B01E",1666,"ACRU",20.2,"L","OS","07/04/2018","1665-1668 share base",NA,"B","18-23"
"785",14,"UMBS",212,"B01E",1667,"ACRU",18.2,"L","OD","07/04/2018","1665-1668 share base",NA,"B","18-23"
"786",15,"UMBS",212,"B01E",1668,"ACRU",25.1,"L","OD","07/04/2018","1665-1668 share base",NA,"B","23-28"
"787",16,"UMBS",212,"B01E",1669,"POGR",26.1,"L","OD","07/04/2018",NA,NA,"B","23-28"
"788",17,"UMBS",212,"B01E",1670,"ACRU",9.7,"L","OS","07/04/2018","1670-1672 share base",NA,"B","8-13"
"789",18,"UMBS",212,"B01E",1671,"ACRU",12.9,"L","OS","07/04/2018","1670-1672 share base",NA,"B","8-13"
"790",19,"UMBS",212,"B01E",1672,"ACRU",25.8,"L","OD","07/04/2018","1670-1672 share base",NA,"B","23-28"
"791",20,"UMBS",212,"B01E",1673,"FAGR",19.8,"L","OS","07/04/2018","1673-1674 share base",NA,"B","18-23"
"792",21,"UMBS",212,"B01E",1674,"FAGR",13,"L","OS","07/04/2018","1673-1674 share base",NA,"B","13-18"
"793",22,"UMBS",212,"B01E",1675,"POGR",36.4,"L","OD","07/04/2018",NA,NA,"B","33-38"
"794",23,"UMBS",212,"B01E",1676,"ACRU",24.4,"L","OS","07/04/2018",NA,NA,"B","23-28"
"795",24,"UMBS",212,"B01E",1677,"ACRU",10.3,"L","OS","07/04/2018","1677-1679 share base",NA,"B","8-13"
"796",25,"UMBS",212,"B01E",1678,"ACRU",12.7,"L","OS","07/04/2018","1677-1679 share base",NA,"B","8-13"
"797",26,"UMBS",212,"B01E",1679,"ACRU",16.1,"D","UN","07/04/2018","1677-1679 share base",NA,"B","13-18"
"798",28,"UMBS",212,"B01E",1681,"QURU",62.2,"L","OD","07/04/2018","stem is too wide for calipers--recorded DBH is under true DBH. DBH taken manually as 64.8",NA,"B","58-63"
"799",29,"UMBS",212,"B01E",1682,"ACRU",15,"L","OS","07/04/2018","1682-1683 share base",NA,"B","13-18"
"800",30,"UMBS",212,"B01E",1683,"ACRU",15.7,"L","OS","07/04/2018","1682-1683 share base",NA,"B","13-18"
"801",31,"UMBS",212,"B01E",1684,"ACRU",18.6,"L","OS","07/04/2018","1684-1685 share base",NA,"B","18-23"
"802",32,"UMBS",212,"B01E",1685,"ACRU",27.2,"L","OS","07/04/2018","1684-1685 share base",NA,"B","23-28"
"803",33,"UMBS",212,"B01E",1686,"FAGR",8.5,"L","UN","07/04/2018",NA,NA,"B","8-13"
"804",34,"UMBS",212,"B01E",1687,"ACRU",13,"L","OS","07/04/2018",NA,NA,"B","13-18"
"805",35,"UMBS",212,"B01E",1688,"POGR",28,"L","OD","07/04/2018",NA,NA,"B","28-33"
"806",36,"UMBS",212,"B01E",1689,"QURU",32.5,"L","OD","07/04/2018",NA,NA,"B","28-33"
"807",37,"UMBS",212,"B01E",1690,"ACRU",14,"L","OS","07/04/2018",NA,NA,"B","13-18"
"808",38,"UMBS",212,"B01E",1691,"ACRU",17,"L","OS","07/04/2018",NA,NA,"B","13-18"
"809",39,"UMBS",212,"B01E",1692,"ACRU",19.2,"L","OS","07/04/2018","1692-1694 share base",NA,"B","18-23"
"810",40,"UMBS",212,"B01E",1693,"ACRU",20.3,"L","OS","07/04/2018","1692-1694 share base",NA,"B","18-23"
"811",41,"UMBS",212,"B01E",1694,"ACRU",15.4,"L","OS","07/04/2018","1692-1694 share base",NA,"B","13-18"
"812",42,"UMBS",212,"B01E",1695,"POGR",39,"L","OD","07/04/2018",NA,NA,"B","38-43"
"813",43,"UMBS",212,"B01E",1696,"POGR",45.8,"L","OD","07/04/2018",NA,NA,"B","43-48"
"814",44,"UMBS",213,"B01E",1697,"POGR",35.8,"L","OD","07/04/2018","in new plot 213",NA,"B","33-38"
"815",45,"UMBS",212,"B01E",1698,"POGR",33.8,"L","OD","07/04/2018",NA,NA,"B","33-38"
"816",46,"UMBS",212,"B01E",1699,"ACRU",16.3,"L","OS","07/04/2018","1699-1701 share base",NA,"B","13-18"
"817",47,"UMBS",212,"B01E",1700,"ACRU",23.3,"L","OS","07/04/2018","1699-1701 share base",NA,"B","23-28"
"818",48,"UMBS",212,"B01E",1701,"ACRU",14.1,"L","OS","07/04/2018","1699-1701 share base",NA,"B","13-18"
"819",49,"UMBS",212,"B01E",1702,"POGR",39,"L","OD","07/04/2018",NA,NA,"B","38-43"
"820",50,"UMBS",212,"B01E",1703,"TSCA",8,"L","UN","07/04/2018",NA,NA,"B","8-13"
"821",51,"UMBS",212,"B01E",1704,"POGR",47.4,"L","OD","07/04/2018",NA,NA,"B","43-48"
"822",52,"UMBS",212,"B01E",1705,"POGR",36,"D","UN","07/04/2018",NA,NA,"B","33-38"
"823",53,"UMBS",212,"B01E",1706,"ACRU",10.9,"L","OS","07/04/2018","1706-1708 share base",NA,"B","8-13"
"824",54,"UMBS",212,"B01E",1707,"ACRU",22.1,"L","OD","07/04/2018","1706-1708 share base",NA,"B","18-23"
"825",55,"UMBS",212,"B01E",1708,"ACRU",12.7,"D","OS","07/04/2018","1706-1708 share base",NA,"B","8-13"
"826",56,"UMBS",212,"B01E",1709,"ACRU",24.2,"L","OD","07/04/2018","1709-1710 share base",NA,"B","23-28"
"827",57,"UMBS",212,"B01E",1710,"ACRU",25.5,"L","OD","07/04/2018","1709-1710 share base",NA,"B","23-28"
"828",58,"UMBS",212,"B01E",1711,"QURU",11.5,"L","OS","07/04/2018",NA,NA,"B","8-13"
"829",59,"UMBS",212,"B01E",1712,"POGR",34.3,"L","OD","07/04/2018",NA,NA,"B","33-38"
"830",60,"UMBS",212,"B01E",1713,"POGR",27.9,"L","OD","07/04/2018",NA,NA,"B","23-28"
"831",61,"UMBS",212,"B01E",1714,"POGR",10.7,"L","OS","07/04/2018",NA,NA,"B","8-13"
"832",62,"UMBS",212,"B01E",1715,"POGR",40.2,"L","OD","07/04/2018",NA,NA,"B","38-43"
"833",63,"UMBS",212,"B01E",1716,"ACRU",17,"L","OS","07/04/2018",NA,NA,"B","13-18"
"834",64,"UMBS",212,"B01E",1717,"ACRU",9.1,"L","OS","07/04/2018",NA,NA,"B","8-13"
"835",65,"UMBS",212,"B01E",1718,"ACRU",12.7,"L","OS","07/04/2018",NA,NA,"B","8-13"
"836",66,"UMBS",212,"B01E",1719,"POGR",32.8,"L","OD","07/04/2018",NA,NA,"B","28-33"
"837",67,"UMBS",212,"B01E",1720,"ACRU",8.4,"L","OS","07/04/2018",NA,NA,"B","8-13"
"838",68,"UMBS",212,"B01E",1721,"POGR",39,"L","OD","07/04/2018",NA,NA,"B","38-43"
"839",70,"UMBS",212,"B01E",1723,"ACRU",12.3,"L","OS","07/04/2018","1722-1725 share base",NA,"B","8-13"
"840",71,"UMBS",212,"B01E",1724,"ACRU",10.5,"L","OS","07/04/2018","1722-1725 share base",NA,"B","8-13"
"841",72,"UMBS",212,"B01E",1725,"ACRU",9.8,"L","OS","07/04/2018","1722-1725 share base",NA,"B","8-13"
"842",73,"UMBS",212,"B01E",1726,"ACRU",22,"L","OS","07/04/2018","1726-1727 share base",NA,"B","18-23"
"843",74,"UMBS",212,"B01E",1727,"ACRU",25.1,"L","OS","07/04/2018","1726-1727 share base",NA,"B","23-28"
"844",75,"UMBS",212,"B01E",1728,"ACRU",18.8,"L","OS","07/04/2018",NA,NA,"B","18-23"
"845",76,"UMBS",212,"B01E",1729,"ACRU",11.3,"D","OS","07/04/2018","read as outside plot at 18.13 m",NA,"B","8-13"
"846",77,"UMBS",212,"B01E",1730,"ACRU",22.7,"L","OS","07/04/2018","1730-1731 share base",NA,"B","18-23"
"847",78,"UMBS",212,"B01E",1731,"ACRU",19.7,"L","OS","07/04/2018","1730-1731 share base",NA,"B","18-23"
"848",79,"UMBS",212,"B01E",1732,"ACRU",11,"L","OS","07/04/2018",NA,NA,"B","8-13"
"849",80,"UMBS",212,"B01E",1733,"ACRU",8.7,"L","OS","07/04/2018",NA,NA,"B","8-13"
"850",81,"UMBS",212,"B01E",1734,"ACRU",10.2,"D","UN","07/04/2018",NA,NA,"B","8-13"
"851",82,"UMBS",212,"B01E",1735,"ACRU",9,"D","UN","07/04/2018","1735-1739 share base",NA,"B","8-13"
"852",83,"UMBS",212,"B01E",1736,"ACRU",10.6,"D","UN","07/04/2018","1735-1739 share base",NA,"B","8-13"
"853",84,"UMBS",212,"B01E",1737,"ACRU",21,"L","OS","07/04/2018","1735-1739 share base",NA,"B","18-23"
"854",85,"UMBS",212,"B01E",1738,"ACRU",21.3,"L","OS","07/04/2018","1735-1739 share base",NA,"B","18-23"
"855",86,"UMBS",212,"B01E",1739,"ACRU",18,"L","OS","07/04/2018","1735-1739 share base",NA,"B","18-23"
"856",87,"UMBS",212,"B01E",1740,"POGR",31.8,"L","OD","07/04/2018",NA,NA,"B","28-33"
"857",90,"UMBS",212,"B01E",1743,"POGR",21.2,"L","OD","07/04/2018",NA,NA,"B","18-23"
"858",92,"UMBS",212,"B01E",1745,"QURU",25,"L","OD","07/04/2018",NA,NA,"B","23-28"
"859",93,"UMBS",212,"B01E",1746,"ACRU",11.1,"L","OS","07/04/2018","1746-1747 share base",NA,"B","8-13"
"860",94,"UMBS",212,"B01E",1747,"ACRU",13.2,"L","OS","07/04/2018","1746-1747 share base, 1747 read as outside plot at 18.01 m",NA,"B","13-18"
"861",1,"UMBS",211,"B01W",1549,"ACRU",17.2,"L","OS","07/03/2018",NA,NA,"B","13-18"
"862",2,"UMBS",211,"B01W",1550,"ACRU",9.6,"L","OS","07/03/2018","reading taken below DBH",NA,"B","8-13"
"863",3,"UMBS",211,"B01W",1551,"ACRU",21.3,"L","OD","07/03/2018","1551-1552 share base",NA,"B","18-23"
"864",4,"UMBS",211,"B01W",1552,"ACRU",16.1,"L","OD","07/03/2018","1551-1552 share base",NA,"B","13-18"
"865",5,"UMBS",211,"B01W",1553,"ACRU",9.2,"L","OS","07/03/2018",NA,NA,"B","8-13"
"866",6,"UMBS",211,"B01W",1554,"ACRU",14.4,"L","OD","07/03/2018",NA,NA,"B","13-18"
"867",7,"UMBS",211,"B01W",1555,"ACRU",14.5,"D","UN","07/03/2018",NA,NA,"B","13-18"
"868",8,"UMBS",211,"B01W",1556,"ACRU",14,"D","OS","07/03/2018","1556-1560 share base",NA,"B","13-18"
"869",9,"UMBS",211,"B01W",1557,"ACRU",19.9,"L","OD","07/03/2018","1556-1560 share base",NA,"B","18-23"
"870",10,"UMBS",211,"B01W",1558,"ACRU",26.5,"L","OD","07/03/2018","1556-1560 share base",NA,"B","23-28"
"871",11,"UMBS",210,"B01W",1559,"ACRU",8.2,"L","OS","07/03/2018","1556-1560 share base, 1559 in new plot 210",NA,"B","8-13"
"872",12,"UMBS",211,"B01W",1560,"ACRU",23.9,"L","OD","07/03/2018","1556-1560 share base",NA,"B","23-28"
"873",13,"UMBS",211,"B01W",1561,"ACRU",10.3,"L","OS","07/03/2018","1561-1563 share base",NA,"B","8-13"
"874",14,"UMBS",211,"B01W",1562,"ACRU",20.7,"L","OD","07/03/2018","1561-1563 share base, reading taken below DBH",NA,"B","18-23"
"875",15,"UMBS",211,"B01W",1563,"ACRU",17.1,"L","OD","07/03/2018","1561-1563 share base, reading taken above DBH",NA,"B","13-18"
"876",16,"UMBS",211,"B01W",1564,"ACRU",11.5,"L","OD","07/03/2018","1564-1566 share base",NA,"B","8-13"
"877",17,"UMBS",211,"B01W",1565,"ACRU",16.6,"L","OD","07/03/2018","1564-1566 share base",NA,"B","13-18"
"878",18,"UMBS",211,"B01W",1566,"ACRU",13.2,"L","OD","07/03/2018","1564-1566 share base",NA,"B","13-18"
"879",19,"UMBS",211,"B01W",1567,"POGR",40.2,"L","OD","07/03/2018","NE veg plot, 1567 + 1593 share base",NA,"B","38-43"
"880",20,"UMBS",211,"B01W",1568,"POGR",41.3,"L","OD","07/03/2018",NA,NA,"B","38-43"
"881",21,"UMBS",211,"B01W",1569,"FAGR",8.6,"D","UN","07/03/2018",NA,NA,"B","8-13"
"882",22,"UMBS",209,"B01W",1570,"ACRU",20,"L","OD","07/03/2018","1570-1574 share base, 1570 in new plot 209",NA,"B","18-23"
"883",23,"UMBS",211,"B01W",1571,"ACRU",26.8,"L","OD","07/03/2018","1570-1574 share base, 1571 read outside plot at 18.16 m",NA,"B","23-28"
"884",24,"UMBS",211,"B01W",1572,"ACRU",16.8,"L","OS","07/03/2018","1570-1574 share base, 1572 read as outside plot at 18.16 m",NA,"B","13-18"
"885",25,"UMBS",211,"B01W",1573,"ACRU",12.7,"L","OS","07/03/2018","1570-1574 share base",NA,"B","8-13"
"886",26,"UMBS",209,"B01W",1574,"ACRU",19.4,"L","OD","07/03/2018","1570-1574 share base, 1574 in new plot 209",NA,"B","18-23"
"887",27,"UMBS",211,"B01W",1575,"QURU",8.5,"L","OS","07/03/2018","read as outside plot at 18.12",NA,"B","8-13"
"888",28,"UMBS",211,"B01W",1576,"POGR",38.7,"L","OD","07/03/2018",NA,NA,"B","38-43"
"889",29,"UMBS",211,"B01W",1577,"unknown",14.2,"D","UN","07/03/2018",NA,NA,"B","13-18"
"890",30,"UMBS",211,"B01W",1578,"ACRU",23.2,"L","OS","07/03/2018",NA,NA,"B","23-28"
"891",31,"UMBS",211,"B01W",1579,"ACRU",18.4,"L","OS","07/03/2018",NA,NA,"B","18-23"
"892",32,"UMBS",211,"B01W",1580,"POGR",31.1,"L","OD","07/03/2018",NA,NA,"B","28-33"
"893",33,"UMBS",211,"B01W",1581,"QURU",8.8,"L","OS","07/03/2018",NA,NA,"B","8-13"
"894",34,"UMBS",211,"B01W",1582,"POGR",41.9,"L","OD","07/03/2018",NA,NA,"B","38-43"
"895",35,"UMBS",211,"B01W",1583,"QURU",18,"L","OS","07/03/2018",NA,NA,"B","18-23"
"896",36,"UMBS",211,"B01W",1584,"POGR",15.9,"L","OD","07/03/2018",NA,NA,"B","13-18"
"897",37,"UMBS",211,"B01W",1585,"POGR",38.6,"L","OD","07/03/2018",NA,NA,"B","38-43"
"898",38,"UMBS",211,"B01W",1586,"POGR",30.2,"L","OD","07/03/2018","read as outside plot at 18.79",NA,"B","28-33"
"899",39,"UMBS",211,"B01W",1587,"QURU",10.8,"L","OS","07/03/2018",NA,NA,"B","8-13"
"900",40,"UMBS",208,"B01W",1588,"QURU",13.4,"L","OS","07/03/2018","in new plot 208",NA,"B","13-18"
"901",41,"UMBS",211,"B01W",1589,"POGR",33.2,"L","OD","07/03/2018",NA,NA,"B","33-38"
"902",42,"UMBS",211,"B01W",1590,"POGR",40.7,"L","OD","07/03/2018",NA,NA,"B","38-43"
"903",48,"UMBS",211,"B01W",1596,"POGR",39.6,"L","OD","07/03/2018",NA,NA,"B","38-43"
"904",49,"UMBS",211,"B01W",1597,"QURU",8.2,"D","UN","07/03/2018","bent over in an arch toward ground",NA,"B","8-13"
"905",50,"UMBS",211,"B01W",1598,"QURU",9.2,"L","UN","07/03/2018",NA,NA,"B","8-13"
"906",51,"UMBS",211,"B01W",1599,"POGR",36.1,"L","OD","07/03/2018",NA,NA,"B","33-38"
"907",52,"UMBS",211,"B01W",1600,"ACRU",15.3,"L","OD","07/03/2018","1600-1601 share base",NA,"B","13-18"
"908",53,"UMBS",211,"B01W",1601,"ACRU",30.3,"L","OD","07/03/2018","1600-1601 share base",NA,"B","28-33"
"909",54,"UMBS",211,"B01W",1602,"ACRU",20.2,"L","OD","07/03/2018",NA,NA,"B","18-23"
"910",55,"UMBS",211,"B01W",1603,"POGR",13.4,"D","OD","07/03/2018",NA,NA,"B","13-18"
"911",56,"UMBS",211,"B01W",1604,"POGR",38.6,"L","OD","07/03/2018","1604-1605 share base",NA,"B","38-43"
"912",57,"UMBS",208,"B01W",1605,"POGR",38.3,"L","OD","07/03/2018","1604-1605 share base, 1605 in new plot 208",NA,"B","38-43"
"913",58,"UMBS",211,"B01W",1606,"FAGR",16.8,"L","OS","07/03/2018","1606-1608 share base",NA,"B","13-18"
"914",59,"UMBS",211,"B01W",1607,"FAGR",8.5,"L","OS","07/03/2018","1606-1608 share base",NA,"B","8-13"
"915",60,"UMBS",211,"B01W",1608,"FAGR",8.5,"L","OS","07/03/2018","1606-1608 share base",NA,"B","8-13"
"916",61,"UMBS",211,"B01W",1609,"POGR",35.7,"L","OD","07/03/2018",NA,NA,"B","33-38"
"917",62,"UMBS",211,"B01W",1610,"ACRU",9,"D","UN","07/03/2018","1610-1612 share base",NA,"B","8-13"
"918",63,"UMBS",211,"B01W",1611,"ACRU",25.3,"L","OS","07/03/2018","1610-1612 share base",NA,"B","23-28"
"919",64,"UMBS",211,"B01W",1612,"ACRU",24.6,"L","OS","07/03/2018","1610-1612 share base",NA,"B","23-28"
"920",65,"UMBS",211,"B01W",1613,"ACRU",14.8,"L","OS","07/03/2018",NA,NA,"B","13-18"
"921",66,"UMBS",211,"B01W",1614,"POGR",40.9,"L","OD","07/03/2018",NA,NA,"B","38-43"
"922",67,"UMBS",211,"B01W",1615,"POGR",30.7,"L","OD","07/03/2018",NA,NA,"B","28-33"
"923",68,"UMBS",211,"B01W",1616,"POGR",34.7,"L","OD","07/03/2018",NA,NA,"B","33-38"
"924",69,"UMBS",208,"B01W",1617,"FAGR",17.1,"L","OS","07/03/2018","1617-1618 share base, 1617 in new plot 208",NA,"B","13-18"
"925",70,"UMBS",208,"B01W",1618,"FAGR",21.4,"L","OS","07/03/2018","1617-1618 share base, 1618 in new plot 208",NA,"B","18-23"
"926",71,"UMBS",211,"B01W",1619,"POGR",37.4,"L","OD","07/03/2018",NA,NA,"B","33-38"
"927",72,"UMBS",208,"B01W",1620,"POGR",40,"L","OD","07/03/2018","in new plot 208",NA,"B","38-43"
"928",73,"UMBS",211,"B01W",1621,"ACRU",18.6,"L","OS","07/03/2018",NA,NA,"B","18-23"
"929",74,"UMBS",211,"B01W",1622,"ACRU",13.3,"L","OS","07/03/2018","1622-1624 share plot",NA,"B","13-18"
"930",75,"UMBS",208,"B01W",1623,"ACRU",22.4,"L","OS","07/03/2018","1622-1624 share plot, 1623 in new plot 208",NA,"B","18-23"
"931",76,"UMBS",211,"B01W",1624,"ACRU",34.7,"L","OS","07/03/2018","1622-1624 share plot",NA,"B","33-38"
"932",78,"UMBS",211,"B01W",1625,"POGR",25.2,"D","UN","07/03/2018",NA,NA,"B","23-28"
"933",79,"UMBS",211,"B01W",1626,"POGR",36.6,"L","OD","07/03/2018",NA,NA,"B","33-38"
"934",84,"UMBS",211,"B01W",1632,"POGR",36.7,"L","OD","07/03/2018",NA,NA,"B","33-38"
"935",85,"UMBS",211,"B01W",1633,"ACRU",49.1,"L","OD","07/03/2018",NA,NA,"B","48-53"
"936",86,"UMBS",211,"B01W",1634,"ACRU",40.5,"L","OD","07/03/2018",NA,NA,"B","38-43"
"937",87,"UMBS",211,"B01W",1635,"ACRU",11,"L","OS","07/03/2018",NA,NA,"B","8-13"
"938",88,"UMBS",211,"B01W",1636,"ACRU",18.2,"L","OS","07/03/2018",NA,NA,"B","18-23"
"939",89,"UMBS",211,"B01W",1637,"ACRU",10.9,"L","OS","07/03/2018",NA,NA,"B","8-13"
"940",90,"UMBS",211,"B01W",1638,"ACRU",12.7,"L","OS","07/03/2018",NA,NA,"B","8-13"
"941",91,"UMBS",211,"B01W",1639,"FAGR",21.1,"L","OS","07/03/2018",NA,NA,"B","18-23"
"942",92,"UMBS",207,"B01W",1640,"FAGR",15.4,"L","OS","07/03/2018","in new plot 207",NA,"B","13-18"
"943",93,"UMBS",211,"B01W",1641,"FAGR",11.8,"M","UN","07/03/2018",NA,NA,"B","8-13"
"944",94,"UMBS",210,"B01W",1642,"QURU",39.9,"L","OD","07/03/2018","in new plot 210",NA,"B","38-43"
"945",95,"UMBS",210,"B01W",1643,"FAGR",23.6,"L","OS","07/03/2018","in new plot 210",NA,"B","23-28"
"946",96,"UMBS",211,"B01W",1644,"FAGR",10,"L","OS","07/03/2018",NA,NA,"B","8-13"
"947",97,"UMBS",211,"B01W",1645,"ACRU",19.3,"L","OD","07/03/2018","1645-1646 share base",NA,"B","18-23"
"948",98,"UMBS",211,"B01W",1646,"ACRU",16.7,"L","OD","07/03/2018","1645-1646 share base",NA,"B","13-18"
"949",102,"UMBS",211,"B01W",1650,"ACRU",8,"D","UN","07/03/2018",NA,NA,"B","8-13"
"950",103,"UMBS",211,"B01W",1651,"ACRU",12.2,"L","OS","07/03/2018",NA,NA,"B","8-13"
"951",104,"UMBS",211,"B01W",1652,"QURU",26.3,"L","OD","07/03/2018",NA,NA,"B","23-28"
"952",105,"UMBS",211,"B01W",1653,"ACRU",27.1,"L","OD","07/03/2018",NA,NA,"B","23-28"
"953",1,"UMBS",222,"B02E",1862,"ACRU",10.8,"L","OS","07/05/2018",NA,NA,"B","8-13"
"954",2,"UMBS",222,"B02E",1863,"FAGR",15,"L","OS","07/05/2018",NA,NA,"B","13-18"
"955",3,"UMBS",222,"B02E",1864,"POGR",38.9,"L","OD","07/05/2018",NA,NA,"B","38-43"
"956",4,"UMBS",222,"B02E",1865,"QURU",55.6,"L","OD","07/05/2018","reading taken above DBH",NA,"B","53-58"
"957",5,"UMBS",222,"B02E",1866,"ACRU",11.5,"L","OS","07/05/2018","1866-1869 share base",NA,"B","8-13"
"958",6,"UMBS",222,"B02E",1867,"ACRU",16,"D","UN","07/05/2018","1866-1869 share base",NA,"B","13-18"
"959",7,"UMBS",222,"B02E",1868,"ACRU",21.2,"L","OS","07/05/2018","1866-1869 share base",NA,"B","18-23"
"960",8,"UMBS",222,"B02E",1869,"ACRU",23.1,"D","OS","07/05/2018","1866-1869 share base",NA,"B","23-28"
"961",9,"UMBS",222,"B02E",1870,"QURU",11.4,"L","OS","07/05/2018","NE veg plot",NA,"B","8-13"
"962",10,"UMBS",222,"B02E",1871,"POGR",20.6,"L","OS","07/05/2018",NA,NA,"B","18-23"
"963",11,"UMBS",222,"B02E",1872,"FAGR",25.8,"L","OS","07/05/2018",NA,NA,"B","23-28"
"964",12,"UMBS",222,"B02E",1873,"FAGR",9.8,"L","OS","07/05/2018","1873-1875 share base",NA,"B","8-13"
"965",13,"UMBS",222,"B02E",1874,"FAGR",13.9,"L","OS","07/05/2018","1873-1875 share base",NA,"B","13-18"
"966",14,"UMBS",222,"B02E",1875,"FAGR",12.6,"L","OS","07/05/2018","1873-1875 share base",NA,"B","8-13"
"967",15,"UMBS",222,"B02E",1876,"POGR",15.4,"L","OS","07/05/2018",NA,NA,"B","13-18"
"968",16,"UMBS",222,"B02E",1877,"FAGR",9.8,"L","UN","07/05/2018",NA,NA,"B","8-13"
"969",17,"UMBS",222,"B02E",1878,"QURU",9.7,"L","OS","07/05/2018",NA,NA,"B","8-13"
