"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","sla","leaf.area"
"1714","PIST",330,"1176","UMBS",9.4,"D","UN","06/28/2018","Shared base with smaller tree, in a new plot","C03W","C","C03",45.5630947,-84.7054573,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.228685125268867,"Pinus",12.5,2.85856406586084
"1715","PIST",331,"1259","UMBS",8.9,"D","UN","06/28/2018","","C03W","C","C03",45.5631771,-84.7057954,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.207064786584888,"Pinus",12.5,2.5883098323111
"1716","PIST",331,"1252","UMBS",39.6,"L","OD","06/28/2018","","C03W","C","C03",45.5631602,-84.7058642,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",3.11944088436299,"Pinus",12.5,38.9930110545374
"1717","PIST",443,"115","UMBS",10.2,"L","OS","6/21/2018","IN NEW PLOT 445, SEE NOTES ON PAPER COPY","D04W","D","D04",45.5617162,-84.7040742,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.26527182126673,"Pinus",12.5,3.31589776583413
"1718","PIST",443,"140","UMBS",15.5,"L","OS","6/21/2018","","D04W","D","D04",45.5617743,-84.7038921,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.567410414287343,"Pinus",12.5,7.09263017859178
"1719","PIST",330,"1180","UMBS",17.4,"D","OS","06/28/2018","In a new plot","C03W","C","C03",45.5629805,-84.7054647,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.700071811639626,"Pinus",12.5,8.75089764549532
"1720","PIST",232,"2076","UMBS",11.5,"L","UN","7/5/2018","","B03E","B","B03",45.5562657,-84.7252992,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.32987741521437,"Pinus",12.5,4.12346769017963
"1721","PIST",443,"133","UMBS",10.4,"L","OS","6/21/2018","","D04W","D","D04",45.5618279,-84.7039999,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.274798390379405,"Pinus",12.5,3.43497987974256
"1722","PIST",421,"321","UMBS",10.7,"L","OS","","","D02E","D","D02",45.5620356,-84.7046188,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.289370950671482,"Pinus",12.5,3.61713688339353
"1723","POGR",142,"2722","UMBS",39.5,"L","OD","7/12/2018","","A04E","A","A04",45.563597,-84.7259808,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.5776963936228,"Populus",15.89,183.969595694667
"1724","POGR",112,"2811","UMBS",36.9,"L","OD","7/12/2018","","A01E","A","A01",45.5636184,-84.7283095,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.91627922347789,"Populus",15.89,157.569676861064
"1725","POGR",111,"2939","UMBS",31.8,"L","OD","07/13/2018","","A01W","A","A01",45.5635982,-84.7289649,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.06944731292249,"Populus",15.89,112.333517802338
"1726","POGR",121,"3075","UMBS",33,"D","OD","07/13/2018","","A02W","A","A02",45.5642911,-84.7281696,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.69100294018889,"Populus",15.89,122.210036719601
"1727","POGR",121,"3076","UMBS",30.8,"L","OD","07/13/2018","","A02W","A","A02",45.5643114,-84.7281645,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.57380237860069,"Populus",15.89,104.457719795965
"1728","POGR",111,"2938","UMBS",31.6,"L","OD","07/13/2018","SW veg plot","A01W","A","A01",45.5635738,-84.7289926,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.96870173959789,"Populus",15.89,110.732670642211
"1729","POGR",431,"458","UMBS",21.4,"L","OD","6/25/2018","","D03E","D","D03",45.5603226,-84.7043778,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.87114481833494,"Populus",15.89,45.6224911633421
"1730","POGR",321,"1018","UMBS",29.2,"L","OD","06/27/2018","","C02W","C","C02",45.5631933,-84.7070496,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.82250340529405,"Populus",15.89,92.5195791101224
"1731","POGR",111,"2912","UMBS",37,"L","OD","07/13/2018","read as outside plot at 18.33 m as tripod is not directly at center","A01W","A","A01",45.5634888,-84.7287777,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.97752182433847,"Populus",15.89,158.542821788738
"1732","POGR",121,"3005","UMBS",46.5,"L","OD","07/13/2018","","A02W","A","A02",45.5641986,-84.7280089,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",16.7810538865441,"Populus",15.89,266.650946257185
"1733","POGR",131,"2351","UMBS",45.3,"L","OD","07/11/2018","","A03W","A","A03",45.56307,-84.7273721,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",15.812013400773,"Populus",15.89,251.252892938283
"1734","POGR",122,"3116","UMBS",53.8,"L","OD","07/13/2018","reading taken below DBH","A02E","A","A02",45.5641375,-84.7276114,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",23.3826345084095,"Populus",15.89,371.550062338626
"1735","POGR",112,"2823","UMBS",34.9,"L","OD","7/12/2018","","A01E","A","A01",45.5635612,-84.728371,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.73557728806996,"Populus",15.89,138.808323107432
"1736","POGR",431,"457","UMBS",22.5,"L","OD","6/25/2018","","D03E","D","D03",45.5603584,-84.7042953,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.21794778487101,"Populus",15.89,51.1331903016004
"1737","POGR",221,"1791","UMBS",24,"L","OD","07/05/2018","","B02W","B","B02",45.5556626,-84.7271085,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.72687081537202,"Populus",15.89,59.2199772562615
"1738","POGR",111,"2935","UMBS",34,"L","OD","07/13/2018","","A01W","A","A01",45.5635652,-84.7290314,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.23148707181359,"Populus",15.89,130.798329571118
"1739","POGR",212,"1743","UMBS",21.2,"L","OD","07/04/2018","","B01E","B","B01",45.5567041,-84.7266089,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.81046284230341,"Populus",15.89,44.6582545642012
"1740","POGR",231,"2033","UMBS",35.7,"L","OD","07/05/2018","","B03W","B","B03",45.5562729,-84.7261408,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.19779987115171,"Populus",15.89,146.153039952601
"1741","POGR",121,"2985","UMBS",25.5,"D","UN","07/13/2018","","A02W","A","A02",45.5642027,-84.7281499,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.27801866085594,"Populus",15.89,67.9777165210009
"1742","POGR",142,"2721","UMBS",36.2,"L","OD","7/12/2018","","A04E","A","A04",45.5636273,-84.7259521,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.49348704583368,"Populus",15.89,150.851509158297
"1743","POGR",121,"2987","UMBS",27.7,"L","OD","07/13/2018","","A02W","A","A02",45.5642825,-84.7281552,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.16422598705073,"Populus",15.89,82.0595509342361
"1744","POGR",322,"1057","UMBS",20.2,"L","OD","06/28/2018","","C02E","C","C02",45.5632582,-84.7064307,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.51789798134921,"Populus",15.89,40.009398923639
"1745","POGR",121,"3030","UMBS",36.5,"L","OD","07/13/2018","","A02W","A","A02",45.5641124,-84.7281881,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.67341969800237,"Populus",15.89,153.710639001258
"1746","POGR",311,"866","UMBS",26.2,"L","OD","06/27/2018","","C01W","C","C01",45.5623668,-84.7080873,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.54987224034321,"Populus",15.89,72.2974698990537
"1747","POGR",112,"2790","UMBS",30.9,"D","OS","7/12/2018","","A01E","A","A01",45.5636759,-84.7282959,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.62245940582176,"Populus",15.89,105.230879958508
"1748","POGR",322,"1044","UMBS",24.5,"L","OD","06/28/2018","","C02E","C","C02",45.5632164,-84.7062715,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.90585940216019,"Populus",15.89,62.0641059003255
"1749","POGR",322,"1058","UMBS",26,"L","OD","06/28/2018","","C02E","C","C02",45.5631477,-84.7063118,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.47124153340966,"Populus",15.89,71.0480279658794
"1750","POGR",221,"1804","UMBS",39.3,"L","OD","07/05/2018","","B02W","B","B02",45.5557632,-84.7271614,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.4447633320329,"Populus",15.89,181.857289346002
"1751","POGR",111,"2898","UMBS",30.5,"L","OD","07/13/2018","","A01W","A","A01",45.5636261,-84.7288983,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.42903660740243,"Populus",15.89,102.157391691625
"1752","POGR",112,"2812","UMBS",36.5,"L","OD","7/12/2018","","A01E","A","A01",45.5635747,-84.7282249,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.67341969800237,"Populus",15.89,153.710639001258
"1753","POGR",111,"2878","UMBS",39,"L","OD","07/13/2018","","A01W","A","A01",45.5636967,-84.728821,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.2469753977903,"Populus",15.89,178.714439070888
"1754","POGR",312,"727","UMBS",20.5,"L","OD","06/26/2018","","C01E","C","C01",45.5625885,-84.7074137,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.60377706980243,"Populus",15.89,41.3740176391607
"1755","POGR",121,"3027","UMBS",47.6,"L","OD","07/13/2018","","A02W","A","A02",45.5640748,-84.7281769,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",17.6978121720876,"Populus",15.89,281.218235414471
"1756","POGR",241,"2188","UMBS",38.1,"L","OD","07/06/2018","","B04W","B","B04",45.5561274,-84.7247029,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.6651774026228,"Populus",15.89,169.469668927677
"1757","POGR",111,"2920","UMBS",30.3,"L","OD","07/13/2018","","A01W","A","A01",45.5635462,-84.728897,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.3335287165275,"Populus",15.89,100.639771305622
"1758","POGR",321,"975","UMBS",27.8,"L","OD","06/27/2018","","C02W","C","C02",45.5630967,-84.7069454,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.20673740163747,"Populus",15.89,82.7350573120195
"1759","POGR",111,"2974","UMBS",32.8,"L","OD","07/13/2018","","A01W","A","A01",45.563686,-84.7289682,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.58536980613348,"Populus",15.89,120.531526219461
"1760","POGR",121,"3029","UMBS",38.6,"L","OD","07/13/2018","","A02W","A","A02",45.5641282,-84.7281834,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.9862602403155,"Populus",15.89,174.571675218613
"1761","POGR",111,"2976","UMBS",32.7,"L","OD","07/13/2018","","A01W","A","A01",45.5636666,-84.728945,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.53286009401178,"Populus",15.89,119.697146893847
"1762","POGR",121,"3003","UMBS",35.7,"L","OD","07/13/2018","","A02W","A","A02",45.564182,-84.7281235,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.19779987115171,"Populus",15.89,146.153039952601
"1763","POGR",131,"2430","UMBS",38.2,"L","OD","07/11/2018","","A03W","A","A03",45.5629785,-84.7274406,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.7289671306006,"Populus",15.89,170.483287705243
"1764","POGR",112,"2824","UMBS",33.4,"L","OD","7/12/2018","","A01E","A","A01",45.563547,-84.7283627,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.90472883016557,"Populus",15.89,125.606141111331
"1765","POGR",132,"2568","UMBS",25.1,"L","OD","07/11/2018","","A03E","A","A03",45.5631516,-84.7268662,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.12687657656891,"Populus",15.89,65.5760688016799
"1766","POGR",322,"1117","UMBS",31.9,"L","OD","06/28/2018","","C02E","C","C02",45.5632267,-84.7066234,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.12012418013661,"Populus",15.89,113.138773222371
"1767","POGR",121,"3055","UMBS",42.2,"L","OD","07/13/2018","","A02W","A","A02",45.5641758,-84.7283483,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",13.4570414494972,"Populus",15.89,213.832388632511
"1768","POGR",322,"1041","UMBS",32.1,"L","OD","06/28/2018","","C02E","C","C02",45.5631979,-84.7063572,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.22208695146947,"Populus",15.89,114.75896165885
"1769","POGR",111,"2931","UMBS",32.2,"L","OD","07/13/2018","","A01W","A","A01",45.5635851,-84.7289339,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.27337320471699,"Populus",15.89,115.573900222953
"1770","POGR",222,"1926","UMBS",41.3,"L","OD","07/05/2018","read as outside plot at 18.45 m","B02E","B","B02",45.5559232,-84.7267991,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.8129795110761,"Populus",15.89,203.598244431
"1771","POGR",443,"138","UMBS",10.1,"L","OS","6/21/2018","","D04W","D","D04",45.5618264,-84.7039519,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",0.520229396941476,"Populus",15.89,8.26644511740005
"1772","POGR",111,"2922","UMBS",26,"L","OD","07/13/2018","","A01W","A","A01",45.5634815,-84.7288685,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.47124153340966,"Populus",15.89,71.0480279658794
"1773","POGR",231,"1987","UMBS",40,"L","OD","07/05/2018","","B03W","B","B03",45.5562775,-84.7258139,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.913798332605,"Populus",15.89,189.310255505094
"1774","POGR",213,"1697","UMBS",35.8,"L","OD","07/04/2018","in new plot 213","B01E","B","B01",45.5564781,-84.7266016,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.25651799540504,"Populus",15.89,147.086070946986
"1775","POGR",331,"1205","UMBS",33.9,"L","OD","06/28/2018","","C03W","C","C03",45.5629668,-84.7056973,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.17651198321661,"Populus",15.89,129.924775413312
"1776","POGR",142,"2731","UMBS",44.7,"L","OD","7/12/2018","","A04E","A","A04",45.5636893,-84.7260964,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",15.3395768407913,"Populus",15.89,243.745876000175
"1777","POGR",111,"2923","UMBS",27.6,"L","OD","07/13/2018","read as outside plot at 18.86 m as tripod is not at exact center","A01W","A","A01",45.5634579,-84.7289194,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.12190979825554,"Populus",15.89,81.3871466942805
"1778","POGR",111,"2965","UMBS",35.9,"L","OD","07/13/2018","","A01W","A","A01",45.5636605,-84.729004,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.31544561439972,"Populus",15.89,148.022430812812
"1779","POGR",112,"2826","UMBS",29.1,"L","OD","7/12/2018","","A01E","A","A01",45.5635607,-84.7283764,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.77723873069217,"Populus",15.89,91.8003234306986
"1780","POGR",321,"954","UMBS",8.6,"D","UN","06/27/2018","","C02W","C","C02",45.5631423,-84.707267,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",0.360867474911757,"Populus",15.89,5.73418417634781
"1781","POGR",142,"2725","UMBS",50.3,"L","OD","7/12/2018","","A04E","A","A04",45.5637094,-84.7260874,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",20.0646195857477,"Populus",15.89,318.826805217531
"1782","POGR",112,"2829","UMBS",32.5,"L","OD","7/12/2018","","A01E","A","A01",45.5635827,-84.7283607,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.42845352129545,"Populus",15.89,118.038126453385
"1783","POGR",111,"2918","UMBS",30.9,"L","OD","07/13/2018","","A01W","A","A01",45.563598,-84.7289069,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.62245940582176,"Populus",15.89,105.230879958508
"1784","POGR",212,"1719","UMBS",32.8,"L","OD","07/04/2018","","B01E","B","B01",45.5567213,-84.7266721,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.58536980613348,"Populus",15.89,120.531526219461
"1785","POGR",131,"2411","UMBS",32.8,"L","OD","07/11/2018","","A03W","A","A03",45.5628106,-84.7274264,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.58536980613348,"Populus",15.89,120.531526219461
"1786","POGR",121,"3070","UMBS",39.3,"L","OD","07/13/2018","3069-3070 share base","A02W","A","A02",45.564218,-84.7282598,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.4447633320329,"Populus",15.89,181.857289346002
"1787","POGR",112,"2846","UMBS",36.5,"L","OD","7/12/2018","","A01E","A","A01",45.5636288,-84.7284186,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.67341969800237,"Populus",15.89,153.710639001258
"1788","POGR",233,"2087","UMBS",38.6,"L","OD","7/6/2018","Taken above DBH","B03E","B","B03",45.5563127,-84.7252486,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.9862602403155,"Populus",15.89,174.571675218613
"1789","POGR",311,"838","UMBS",27.8,"L","OD","06/27/2018","","C01W","C","C01",45.5625582,-84.7082038,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.20673740163747,"Populus",15.89,82.7350573120195
"1790","POGR",431,"431","UMBS",22,"D","OS","6/25/2018","","D03E","D","D03",45.5602319,-84.7042571,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.05756263915226,"Populus",15.89,48.5846703361294
"1791","POGR",321,"979","UMBS",28.1,"L","OD","06/27/2018","","C02W","C","C02",45.5630595,-84.7069163,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.33544493326351,"Populus",15.89,84.7802199895572
"1792","POGR",221,"1846","UMBS",41,"L","OD","07/05/2018","","B02W","B","B02",45.5558833,-84.7272602,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.6022194564227,"Populus",15.89,200.249267162557
"1793","POGR",131,"2464","UMBS",48.3,"L","OD","07/11/2018","","A03W","A","A03",45.5630989,-84.727517,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",18.2954664562749,"Populus",15.89,290.714961990208
"1794","POGR",132,"2468","UMBS",27.1,"L","OD","07/11/2018","","A03E","A","A03",45.5631284,-84.7266802,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.91325043074491,"Populus",15.89,78.0715493445366
"1795","POGR",121,"3009","UMBS",40.8,"L","OD","07/13/2018","","A02W","A","A02",45.564206,-84.7280269,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.4628002744469,"Populus",15.89,198.033896360961
"1796","POGR",131,"2409","UMBS",27.8,"L","OD","07/11/2018","","A03W","A","A03",45.5628787,-84.7273966,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.20673740163747,"Populus",15.89,82.7350573120195
"1797","POGR",112,"2872","UMBS",50.5,"L","OD","7/14/2018","","A01E","A","A01",45.5637501,-84.7282056,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",20.2465788594659,"Populus",15.89,321.718138076912
"1798","POGR",321,"947","UMBS",19.8,"D","UN","06/27/2018","","C02W","C","C02",45.5629749,-84.7071442,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.40589722928967,"Populus",15.89,38.2297069734129
"1799","POGR",122,"3085","UMBS",41.6,"L","OD","07/13/2018","","A02E","A","A02",45.5643303,-84.727627,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",13.0257005934955,"Populus",15.89,206.978382430644
"1800","POGR",211,"1604","UMBS",38.6,"L","OD","07/03/2018","1604-1605 share base","B01W","B","B01",45.5565209,-84.7270805,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.9862602403155,"Populus",15.89,174.571675218613
"1801","POGR",432,"569","UMBS",18.9,"L","OD","6/25/2018","","D03W","D","D03",45.5603835,-84.7049371,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.16428459714083,"Populus",15.89,34.3904822485678
"1802","POGR",112,"2822","UMBS",19.8,"D","UN","7/12/2018","","A01E","A","A01",45.563587,-84.7283337,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.40589722928967,"Populus",15.89,38.2297069734129
"1803","POGR",111,"2910","UMBS",40,"L","OD","07/13/2018","","A01W","A","A01",45.5635027,-84.7287784,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.913798332605,"Populus",15.89,189.310255505094
"1804","POGR",212,"1698","UMBS",33.8,"L","OD","07/04/2018","","B01E","B","B01",45.5565779,-84.7266473,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.12174327110122,"Populus",15.89,129.054500577798
"1805","POGR",231,"1978","UMBS",25.1,"D","OS","07/05/2018","","B03W","B","B03",45.5563388,-84.725801,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.12687657656891,"Populus",15.89,65.5760688016799
"1806","POGR",231,"1979","UMBS",50.8,"D","UN","07/05/2018","","B03W","B","B03",45.5563147,-84.725815,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",20.5212451996933,"Populus",15.89,326.082586223127
"1807","POGR",131,"2350","UMBS",38.6,"L","OD","07/11/2018","","A03W","A","A03",45.5630954,-84.727378,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.9862602403155,"Populus",15.89,174.571675218613
"1808","POGR",243,"2265","UMBS",27.9,"L","OD","07/06/2018","In a cluster with 2264 - 2269, in a new plot","B04E","B","B04",45.5563466,-84.7239965,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.24944423557918,"Populus",15.89,83.4136689033532
"1809","POGR",112,"2785","UMBS",36.7,"L","OD","7/12/2018","In NE veg plot","A01E","A","A01",45.5637211,-84.7282257,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.79442760078807,"Populus",15.89,155.633454576522
"1810","POGR",432,"551","UMBS",19.7,"L","OD","6/25/2018","","D03W","D","D03",45.5602584,-84.704891,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.378342675647,"Populus",15.89,37.7918651160308
"1811","POGR",211,"1619","UMBS",37.4,"L","OD","07/03/2018","","B01W","B","B01",45.5565198,-84.7272283,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.2246078241275,"Populus",15.89,162.469018325386
"1812","POGR",221,"1784","UMBS",37,"D","UN","07/05/2018","","B02W","B","B02",45.555792,-84.7271416,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.97752182433847,"Populus",15.89,158.542821788738
"1813","POGR",121,"3057","UMBS",42.6,"L","OD","07/13/2018","","A02W","A","A02",45.564208,-84.7283774,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",13.7489838591566,"Populus",15.89,218.471353521999
"1814","POGR",322,"1124","UMBS",28.2,"L","OD","06/28/2018","","C02E","C","C02",45.5631931,-84.7065639,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.37873918162466,"Populus",15.89,85.4681655960158
"1815","POGR",221,"1787","UMBS",34.7,"D","OS","07/05/2018","","B02W","B","B02",45.5557417,-84.7271222,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.62210523664304,"Populus",15.89,137.005252210258
"1816","POGR",221,"1789","UMBS",26,"L","OD","07/05/2018","","B02W","B","B02",45.5557192,-84.7271034,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.47124153340966,"Populus",15.89,71.0480279658794
"1817","POGR",212,"1669","UMBS",26.1,"L","OD","07/04/2018","","B01E","B","B01",45.5567091,-84.7265011,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.51046085810164,"Populus",15.89,71.6712230352351
"1818","POGR",131,"2401","UMBS",30.3,"L","OD","07/11/2018","","A03W","A","A03",45.5628601,-84.7272853,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.3335287165275,"Populus",15.89,100.639771305622
"1819","POGR",131,"2360","UMBS",32.3,"L","OD","07/11/2018","","A03W","A","A03",45.5631014,-84.7273183,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.32486293511403,"Populus",15.89,116.392072038962
"1820","POGR",231,"2023","UMBS",30.6,"L","OD","07/05/2018","","B03W","B","B03",45.5562023,-84.7259634,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.47709115928398,"Populus",15.89,102.920978521022
"1821","POGR",322,"1077","UMBS",20.5,"L","OD","06/28/2018","Shared base with 1078","C02E","C","C02",45.5631128,-84.7064314,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.60377706980243,"Populus",15.89,41.3740176391607
"1822","POGR",111,"2903","UMBS",46.3,"L","OD","07/13/2018","","A01W","A","A01",45.5635291,-84.7287584,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",16.617302229318,"Populus",15.89,264.048932423863
"1823","POGR",112,"2817","UMBS",43.8,"L","OD","7/12/2018","","A01E","A","A01",45.5635542,-84.7282257,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",14.6459438756723,"Populus",15.89,232.724048184432
"1824","POGR",231,"1998","UMBS",25.7,"L","OD","07/05/2018","","B03W","B","B03",45.5562149,-84.7258637,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.35473387538298,"Populus",15.89,69.1967212798355
