"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","sla","leaf.area"
"842","ACSA",121,"3033","UMBS",8.4,"L","UN","07/13/2018","3033-3036 share base","A02W","A","A02",45.5640753,-84.7282024,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.36412797055659,"Acer",19,25.9184314405753
"843","ACSA",141,"2607","UMBS",13.1,"L","OS","07/12/2018","2606 - 2608 share base","A04W","A","A04",45.5636838,-84.7265168,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.89718728283833,"Acer",19,55.0465583739282
"844","ACSA",122,"3102","UMBS",16.6,"L","OS","07/13/2018","3102-3103 share base","A02E","A","A02",45.5641681,-84.7274635,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.32797689181946,"Acer",19,82.2315609445698
"845","ACSA",131,"2414","UMBS",31.4,"L","OS","07/11/2018","2414 & 2415 share base","A03W","A","A03",45.5628368,-84.7275195,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",12.7496269474349,"Acer",19,242.242912001264
"846","ACSA",121,"3061","UMBS",10.5,"L","OS","07/13/2018","","A02W","A","A02",45.5642016,-84.7283192,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.99121239024657,"Acer",19,37.8330354146849
"847","ACSA",111,"2896","UMBS",8,"L","UN","07/13/2018","","A01W","A","A01",45.5636332,-84.7287263,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.25585428577997,"Acer",19,23.8612314298194
"848","ACSA",132,"2467","UMBS",13.5,"L","OS","07/11/2018","2466 - 2467 share base","A03E","A","A03",45.5631728,-84.7267976,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.04871945150221,"Acer",19,57.925669578542
"849","ACSA",121,"3058","UMBS",9.5,"L","UN","07/13/2018","","A02W","A","A02",45.5642172,-84.7283589,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.68051825724792,"Acer",19,31.9298468877104
"850","ACSA",141,"2621","UMBS",8.7,"L","UN","07/12/2018","","A04W","A","A04",45.5636018,-84.726614,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.44772761076706,"Acer",19,27.5068246045741
"851","ACSA",121,"3034","UMBS",9.2,"L","UN","07/13/2018","3033-3036 share base","A02W","A","A02",45.5640981,-84.7282715,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.5915566128825,"Acer",19,30.2395756447675
"852","ACSA",131,"2458","UMBS",25.2,"L","OD","07/11/2018","","A03W","A","A03",45.563097,-84.7274869,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",8.78164022840919,"Acer",19,166.851164339775
"853","ACSA",122,"3155","UMBS",19.6,"L","OS","07/13/2018","3153-3156 share base","A02E","A","A02",45.5642388,-84.727731,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",5.73555917743763,"Acer",19,108.975624371315
"854","ACSA",141,"2578","UMBS",12,"L","OS","07/12/2018","","A04W","A","A04",45.5636543,-84.726474,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.49697351634696,"Acer",19,47.4424968105923
"855","ACSA",122,"3156","UMBS",8.4,"L","UN","07/13/2018","3153-3156 share base","A02E","A","A02",45.5642564,-84.7277002,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.36412797055659,"Acer",19,25.9184314405753
"856","ACSA",141,"2608","UMBS",9.1,"D","UN","07/12/2018","2606 - 2608 share base","A04W","A","A04",45.5636799,-84.7265127,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.56234479201356,"Acer",19,29.6845510482577
"857","ACSA",121,"3035","UMBS",23.5,"L","OS","07/13/2018","3033-3036 share base","A02W","A","A02",45.5640728,-84.7282094,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.80120608100066,"Acer",19,148.222915539013
"858","ACSA",111,"2921","UMBS",10.7,"L","UN","07/13/2018","","A01W","A","A01",45.5635239,-84.7288298,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.05592480904934,"Acer",19,39.0625713719375
"859","ACSA",122,"3103","UMBS",27.4,"L","OS","07/13/2018","3102-3103 share base","A02E","A","A02",45.5641688,-84.7274683,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",10.1201961022571,"Acer",19,192.283725942884
"860","ACSA",131,"2459","UMBS",35.1,"L","OD","07/11/2018","","A03W","A","A03",45.563079,-84.7274944,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",15.3991690444597,"Acer",19,292.584211844734
"861","ACSA",121,"3012","UMBS",14.3,"L","OS","07/13/2018","3012-3013 share base","A02W","A","A02",45.5641663,-84.7281227,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.36121511284896,"Acer",19,63.8630871441302
"862","ACSA",141,"2620","UMBS",9.2,"L","UN","07/12/2018","","A04W","A","A04",45.5635556,-84.7265687,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.5915566128825,"Acer",19,30.2395756447675
"863","ACSA",129,"2435","UMBS",15.2,"L","OS","07/11/2018","2433 - 2435 share base","A03W","A","A03",45.5630281,-84.7276351,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.72757684773305,"Acer",19,70.823960106928
"864","ACSA",141,"2595","UMBS",19.3,"L","OS","07/12/2018","","A04W","A","A04",45.5636912,-84.726647,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",5.5875492333069,"Acer",19,106.163435432831
"865","ACSA",132,"2548","UMBS",16.8,"L","OS","07/11/2018","","A03E","A","A03",45.5630433,-84.7269419,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.41673107256658,"Acer",19,83.9178903787651
"866","ACSA",124,"3096","UMBS",34.6,"L","OS","07/13/2018","in new plot 124","A02E","A","A02",45.5643496,-84.7274335,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",15.0291947291299,"Acer",19,285.554699853469
"867","ACSA",141,"2587","UMBS",11.3,"D","OS","07/12/2018","2587 - 2588 share base","A04W","A","A04",45.5637394,-84.7266017,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.25512015140475,"Acer",19,42.8472828766903
"868","ACSA",141,"2629","UMBS",10.7,"L","OS","07/12/2018","","A04W","A","A04",45.5635728,-84.7266722,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.05592480904934,"Acer",19,39.0625713719375
"869","ACSA",131,"2356","UMBS",9.6,"L","OS","07/11/2018","2356 & 2357 share base","A03W","A","A03",45.5629844,-84.7273656,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.71061180217252,"Acer",19,32.5016242412778
"870","ACSA",112,"2806","UMBS",12,"L","OS","7/12/2018","Shares base with smaller tree","A01E","A","A01",45.5635893,-84.7282011,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.49697351634696,"Acer",19,47.4424968105923
"871","ACSA",112,"2844","UMBS",11.9,"L","OS","7/12/2018","Shares base with smaller tree","A01E","A","A01",45.5635976,-84.7285064,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.46180598751641,"Acer",19,46.7743137628117
"872","ACSA",121,"3059","UMBS",8.1,"L","UN","07/13/2018","3059-3060 share base","A02W","A","A02",45.5641945,-84.7283402,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.2825781324648,"Acer",19,24.3689845168312
"873","ACSA",122,"3101","UMBS",15,"D","OS","07/13/2018","","A02E","A","A02",45.5640893,-84.727487,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.64482270812096,"Acer",19,69.2516314542982
"874","ACSA",141,"2649","UMBS",17.7,"L","OS","07/12/2018","2649 - 2650 share base","A04W","A","A04",45.5636344,-84.7268385,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.82521212593936,"Acer",19,91.6790303928479
"875","ACSA",141,"2648","UMBS",15.9,"L","OS","07/12/2018","","A04W","A","A04",45.5636066,-84.7268122,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.02318357702879,"Acer",19,76.4404879635471
"876","ACSA",141,"2586","UMBS",21.4,"L","OS","07/12/2018","","A04W","A","A04",45.5636963,-84.7266522,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.65660933796683,"Acer",19,126.47557742137
"877","ACSA",112,"2814","UMBS",10.3,"L","OS","7/12/2018","","A01E","A","A01",45.5635748,-84.7282157,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.92735102857098,"Acer",19,36.6196695428486
"878","ACSA",141,"2632","UMBS",22.6,"L","OD","07/12/2018","","A04W","A","A04",45.5635246,-84.7267177,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.30155781573516,"Acer",19,138.729598498968
"879","ACSA",141,"2631","UMBS",22.6,"L","OD","07/12/2018","","A04W","A","A04",45.5635238,-84.7266453,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.30155781573516,"Acer",19,138.729598498968
"880","ACSA",121,"3060","UMBS",26.4,"L","OS","07/13/2018","3059-3060 share base","A02W","A","A02",45.5641989,-84.7283348,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",9.50211714238012,"Acer",19,180.540225705222
"881","ACSA",141,"2658","UMBS",8.6,"L","UN","07/12/2018","","A04W","A","A04",45.5637605,-84.7268773,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.41963467613622,"Acer",19,26.9730588465882
"882","ACSA",143,"2753","UMBS",24.2,"L","OS","7/12/2018","2752 - 2753 share base","A04E","A","A04",45.5637351,-84.7262635,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",8.19914882352093,"Acer",19,155.783827646898
"883","ACSA",121,"2994","UMBS",8,"L","UN","07/13/2018","2993-2995 share base","A02W","A","A02",45.5642893,-84.7280912,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.25585428577997,"Acer",19,23.8612314298194
"884","ACSA",143,"2752","UMBS",13.9,"L","OS","7/12/2018","2752 - 2753 share base","A04E","A","A04",45.5637539,-84.7262544,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.20340471522133,"Acer",19,60.8646895892053
"885","ACSA",132,"2500","UMBS",8.5,"L","UN","07/11/2018","Shares base with smaller tree","A03E","A","A03",45.5629999,-84.7265884,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.39176786003427,"Acer",19,26.4435893406511
"886","ACSA",143,"2742","UMBS",13,"L","OS","7/12/2018","","A04E","A","A04",45.5636923,-84.7262195,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.85980029239392,"Acer",19,54.3362055554846
"887","ACSA",111,"2909","UMBS",10,"L","UN","07/13/2018","","A01W","A","A01",45.5635199,-84.7287878,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.83316570597772,"Acer",19,34.8301484135768
"888","ACSA",131,"2373","UMBS",14.5,"L","OS","07/11/2018","","A03W","A","A03",45.5629876,-84.7273096,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.44128378279791,"Acer",19,65.3843918731604
"889","ACSA",122,"3162","UMBS",19.5,"L","OS","07/13/2018","","A02E","A","A02",45.5642819,-84.727744,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",5.68604628180568,"Acer",19,108.034879354308
"890","ACSA",122,"3164","UMBS",10.9,"L","UN","07/13/2018","","A02E","A","A02",45.5643233,-84.7276814,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.12148340092988,"Acer",19,40.3081846176678
"891","ACSA",132,"2466","UMBS",8.9,"L","OS","07/11/2018","2466 - 2467 share base","A03E","A","A03",45.5631634,-84.7268737,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.50458866376818,"Acer",19,28.5871846115953
"892","ACSA",141,"2630","UMBS",14.1,"L","OS","07/12/2018","Shares base with smaller tree","A04W","A","A04",45.5635552,-84.726658,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.28192097879414,"Acer",19,62.3564985970887
"893","ACSA",122,"3084","UMBS",20.8,"L","OS","07/13/2018","","A02E","A","A02",45.5642684,-84.727603,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.34335587435108,"Acer",19,120.52376161267
"894","ACSA",111,"2932","UMBS",13.8,"L","UN","07/13/2018","SW veg plot, 2932-2933 share base","A01W","A","A01",45.5635687,-84.7289934,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.1644393439055,"Acer",19,60.1243475342046
"895","ACSA",141,"2656","UMBS",20.3,"L","OS","07/12/2018","2655 - 2656 share base","A04W","A","A04",45.563699,-84.7268662,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.08705895897498,"Acer",19,115.654120220525
"896","ACSA",133,"2502","UMBS",18,"L","OD","07/11/2018","2502- 2503 share base","A03E","A","A03",45.5629404,-84.72662,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.96464981004212,"Acer",19,94.3283463908003
"897","ACSA",122,"3140","UMBS",8.1,"L","UN","07/13/2018","","A02E","A","A02",45.564134,-84.7277886,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.2825781324648,"Acer",19,24.3689845168312
"898","ACSA",121,"2997","UMBS",19.6,"L","OS","07/13/2018","read as outside plot at 18.60 m, tripod is not exactly at center","A02W","A","A02",45.5642614,-84.7280017,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",5.73555917743763,"Acer",19,108.975624371315
"899","ACSA",132,"2472","UMBS",10.5,"L","OS","07/11/2018","2471 - 2472 share base","A03E","A","A03",45.563117,-84.7267056,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.99121239024657,"Acer",19,37.8330354146849
"900","ACSA",132,"2485","UMBS",20.6,"L","OD","07/11/2018","2484 - 2485 share base","A03E","A","A03",45.5631002,-84.7266317,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.24031715452569,"Acer",19,118.566025935988
"901","ACSA",112,"2848","UMBS",25,"L","OS","7/12/2018","2848 - 2849 share base","A01E","A","A01",45.5636529,-84.728431,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",8.66383232822682,"Acer",19,164.61281423631
"902","ACSA",131,"2374","UMBS",8.7,"L","OS","07/11/2018","","A03W","A","A03",45.5629861,-84.7272995,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.44772761076706,"Acer",19,27.5068246045741
"903","ACSA",132,"2555","UMBS",34.2,"L","OD","07/11/2018","In NW veg plot","A03E","A","A03",45.5630943,-84.7269053,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",14.7358765252943,"Acer",19,279.981653980592
"904","ACSA",143,"2750","UMBS",30.3,"L","OS","7/12/2018","","A04E","A","A04",45.5637395,-84.7261253,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",12.0018164165106,"Acer",19,228.034511913701
"905","ACSA",112,"2813","UMBS",8.4,"L","UN","7/12/2018","","A01E","A","A01",45.5635797,-84.7282113,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.36412797055659,"Acer",19,25.9184314405753
"906","ACSA",131,"2410","UMBS",8.7,"L","UN","07/11/2018","","A03W","A","A03",45.5629143,-84.7272605,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.44772761076706,"Acer",19,27.5068246045741
"907","ACSA",121,"2995","UMBS",9.4,"L","UN","07/13/2018","2993-2995 share base","A02W","A","A02",45.5642786,-84.7280636,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",1.65064406964143,"Acer",19,31.3622373231872
"908","ACSA",141,"2662","UMBS",22.4,"L","OD","07/12/2018","2661 2667 share base","A04W","A","A04",45.5637108,-84.7267876,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.19237156099107,"Acer",19,136.65505965883
"909","ACSA",141,"2576","UMBS",17,"L","OS","07/12/2018","Shares base with smaller tree","A04W","A","A04",45.5637691,-84.7266923,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.50622264618232,"Acer",19,85.6182302774641
"910","ACSA",142,"2698","UMBS",23.2,"L","OD","7/12/2018","","A04E","A","A04",45.5637565,-84.7259405,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.63315108295449,"Acer",19,145.029870576135
"911","ACSA",142,"2728","UMBS",13.2,"L","OS","7/12/2018","Smaller tree at base","A04E","A","A04",45.5636172,-84.7260525,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.93477315246492,"Acer",19,55.7606898968334
"912","ACSA",142,"2730","UMBS",12.4,"L","OS","7/12/2018","Smaller tree at base","A04E","A","A04",45.5635821,-84.7260808,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.63968120645939,"Acer",19,50.1539429227284
"913","ACSA",141,"2613","UMBS",13.6,"L","OS","07/12/2018","2613 - 2614 share base","A04W","A","A04",45.5636382,-84.7266285,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.08709627527561,"Acer",19,58.6548292302366
"914","ACSA",131,"2445","UMBS",22.3,"L","OS","07/11/2018","","A03W","A","A03",45.5630234,-84.7275718,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.13803161137477,"Acer",19,135.622600616121
"915","ACSA",122,"3159","UMBS",22.4,"L","OS","07/13/2018","3159-3160 share base","A02E","A","A02",45.564262,-84.727686,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.19237156099107,"Acer",19,136.65505965883
"916","ACSA",131,"2463","UMBS",10.8,"L","OS","07/11/2018","","A03W","A","A03",45.5630664,-84.7274467,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.08859863395041,"Acer",19,39.6833740450578
"917","ACSA",141,"2639","UMBS",21.5,"L","OD","07/12/2018","","A04W","A","A04",45.563594,-84.7267363,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.70941899102396,"Acer",19,127.478960829455
"918","ACSA",121,"2996","UMBS",19.7,"L","OS","07/13/2018","","A02W","A","A02",45.564294,-84.7281427,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",5.78524795389875,"Acer",19,109.919711124076
"919","ACSA",132,"2560","UMBS",13.3,"L","OS","07/11/2018","2560 - 2563 share base","A03E","A","A03",45.5630887,-84.7268623,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.97255744052151,"Acer",19,56.4785913699087
"920","ACSA",131,"2455","UMBS",16.4,"L","OS","07/11/2018","","A03W","A","A03",45.5630541,-84.7275529,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.23996280245377,"Acer",19,80.5592932466216
"921","ACSA",131,"2442","UMBS",28.9,"L","OD","07/11/2018","2442 & 2443 share base","A03W","A","A03",45.5630202,-84.7275028,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",11.0770360097567,"Acer",19,210.463684185378
"922","ACSA",112,"2787","UMBS",20.7,"L","OS","7/12/2018","2786- 2787 share base","A01E","A","A01",45.5637359,-84.728179,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.29175002648578,"Acer",19,119.54325050323
"923","ACSA",121,"3067","UMBS",11.6,"L","OS","07/13/2018","","A02W","A","A02",45.5642454,-84.7283093,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.35753427697189,"Acer",19,44.793151262466
"924","ACSA",111,"2929","UMBS",15.4,"L","OS","07/13/2018","2927-2929 share base","A01W","A","A01",45.5634766,-84.7289234,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.81109123733364,"Acer",19,72.4107335093392
"925","ACSA",112,"2819","UMBS",22.8,"L","OS","7/12/2018","2818 - 2819 share base","A01E","A","A01",45.5635526,-84.728241,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.41141768939924,"Acer",19,140.816936098586
"926","ACSA",121,"3047","UMBS",12.8,"L","OS","07/13/2018","SW veg plot, 3047-3048 share base","A02W","A","A02",45.5640935,-84.7282774,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.78562481520791,"Acer",19,52.9268714889502
"927","ACSA",114,"2850","UMBS",12,"L","OS","7/12/2018","","A01E","A","A01",45.5636762,-84.7285868,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",2.49697351634696,"Acer",19,47.4424968105923
"928","ACSA",141,"2651","UMBS",14.9,"L","OS","07/12/2018","2651 - 2652 share base","A04W","A","A04",45.5636611,-84.72686,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.6037316917145,"Acer",19,68.4709021425756
"929","ACSA",112,"2809","UMBS",19.5,"L","OS","7/12/2018","","A01E","A","A01",45.5636252,-84.7282508,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",5.68604628180568,"Acer",19,108.034879354308
"930","ACSA",112,"2786","UMBS",23,"L","OS","7/12/2018","2786- 2787 share base","A01E","A","A01",45.5637381,-84.7281909,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",7.52194937420576,"Acer",19,142.917038109909
"931","ACSA",131,"2433","UMBS",15.2,"D","OS","07/11/2018","2433 - 2435 share base","A03W","A","A03",45.5629629,-84.7276207,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",3.72757684773305,"Acer",19,70.823960106928
"932","ACSA",141,"2667","UMBS",16,"L","OS","07/12/2018","","A04W","A","A04",45.5637623,-84.7267852,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",4.0661659069692,"Acer",19,77.2571522324149
"933","ACSA",112,"2802","UMBS",30.9,"L","OS","7/12/2018","","A01E","A","A01",45.5636455,-84.7281587,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",12.4074160871131,"Acer",19,235.740905655148
"934","ACSA",141,"2575","UMBS",26.2,"L","OD","07/12/2018","","A04W","A","A04",45.5636876,-84.7266678,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",9.38042278389448,"Acer",19,178.228032893995
