"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","fate","plot.side"
"33","QURU",412,"691","UMBS",14.3,"D","OS","06/26/2018","690-691 share base","D01E","D","D01",45.5608438,-84.7068602,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.30279443834878,"Quercus","live","E"
"34","ACRU",412,"643","UMBS",14.8,"L","OD","06/26/2018","","D01E","D","D01",45.5609583,-84.7066939,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.36543965678065,"Acer","live","E"
"35","ACRU",412,"652","UMBS",15.3,"L","OS","06/26/2018","","D01E","D","D01",45.5609255,-84.706644,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.48962327388348,"Acer","live","E"
"36","POGR",412,"687","UMBS",21.1,"D","UN","06/26/2018","","D01E","D","D01",45.5607765,-84.7067924,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.78039404683785,"Populus","live","E"
"37","QURU",412,"656","UMBS",17.5,"M","OS","06/26/2018","","D01E","D","D01",45.5609288,-84.7065195,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.08931076823341,"Quercus","live","E"
"38","QURU",412,"699","UMBS",17.7,"L","OD","06/26/2018","","D01E","D","D01",45.5609093,-84.7068097,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.14081488106487,"Quercus","live","E"
"39","QURU",412,"675","UMBS",19.2,"L","OS","06/26/2018","","D01E","D","D01",45.5607705,-84.7066671,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.53544857955877,"Quercus","live","E"
"40","ACRU",412,"710","UMBS",20.5,"L","OD","06/26/2018","","D01E","D","D01",45.5610327,-84.7068639,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.90669743901205,"Acer","live","E"
"41","QURU",412,"684","UMBS",21.2,"L","OD","06/26/2018","","D01E","D","D01",45.5608339,-84.7067379,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.08375721735682,"Quercus","live","E"
"42","QURU",412,"658","UMBS",21.4,"L","OD","06/26/2018","","D01E","D","D01",45.5609396,-84.7065313,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.13993266609299,"Quercus","live","E"
"43","QURU",412,"680","UMBS",21.5,"L","OS","06/26/2018","","D01E","D","D01",45.5607745,-84.7067494,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.16811023711399,"Quercus","live","E"
"44","QURU",412,"664","UMBS",21.7,"L","OD","06/26/2018","","D01E","D","D01",45.5608651,-84.7066142,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.22464431311703,"Quercus","live","E"
"45","QURU",412,"657","UMBS",22.4,"L","OD","06/26/2018","","D01E","D","D01",45.5609094,-84.7065355,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.42437677648507,"Quercus","live","E"
"46","QURU",412,"690","UMBS",22.7,"L","OD","06/26/2018","690-691 share base","D01E","D","D01",45.5608389,-84.7068519,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.51085492238657,"Quercus","live","E"
"47","QURU",412,"704","UMBS",24.8,"L","OD","06/26/2018","704-705 share base","D01E","D","D01",45.560986,-84.7069006,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.13060326245538,"Quercus","live","E"
"48","QURU",412,"669","UMBS",26,"L","UN","06/26/2018","712 + 669 share base","D01E","D","D01",45.5610383,-84.7067966,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.49575620189649,"Quercus","live","E"
"49","QURU",412,"707","UMBS",26.2,"L","OD","06/26/2018","","D01E","D","D01",45.5609921,-84.7068456,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.55737388917147,"Quercus","live","E"
"50","QURU",412,"653","UMBS",26.4,"L","OD","06/26/2018","653-654 share base","D01E","D","D01",45.5609415,-84.7066034,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.61920596578813,"Quercus","live","E"
"51","QURU",412,"705","UMBS",26.7,"L","OD","06/26/2018","704-705 share base","D01E","D","D01",45.5609947,-84.7068982,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.71235412387205,"Quercus","live","E"
"52","QURU",412,"693","UMBS",27.7,"L","OD","06/26/2018","","D01E","D","D01",45.5608299,-84.7069133,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.02627992874771,"Quercus","live","E"
"53","QURU",412,"697","UMBS",28.4,"L","OD","06/26/2018","697-698 share base","D01E","D","D01",45.5608505,-84.7068341,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.24912802580567,"Quercus","live","E"
"54","POGR",412,"677","UMBS",30.3,"L","OD","06/26/2018","","D01E","D","D01",45.560798,-84.7067133,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.3335287165275,"Populus","live","E"
"55","QURU",412,"665","UMBS",29.2,"L","OD","06/26/2018","","D01E","D","D01",45.5608587,-84.7065326,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.50688732190444,"Quercus","live","E"
"56","QURU",412,"709","UMBS",29.2,"L","OD","06/26/2018","NW veg plot","D01E","D","D01",45.560979,-84.7068135,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.50688732190444,"Quercus","live","E"
"57","QURU",412,"654","UMBS",29.5,"L","OD","06/26/2018","653-654 share base","D01E","D","D01",45.5608338,-84.7066235,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.60438330091667,"Quercus","live","E"
"58","QURU",412,"702","UMBS",30.9,"L","OD","06/26/2018","702-703 share base, labeled as outside plot bc tripod not at specific center ","D01E","D","D01",45.5609527,-84.7069479,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.06530354272358,"Quercus","live","E"
"59","QURU",412,"695","UMBS",32.9,"L","OD","06/26/2018","","D01E","D","D01",45.5608446,-84.7069235,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.7403619415544,"Quercus","live","E"
"60","QURU",412,"685","UMBS",33,"L","OD","06/26/2018","","D01E","D","D01",45.5608457,-84.7067475,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.77461729121913,"Quercus","live","E"
"61","POGR",412,"676","UMBS",33.4,"L","OD","06/26/2018","","D01E","D","D01",45.560778,-84.7067117,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.90472883016557,"Populus","live","E"
"62","QURU",412,"651","UMBS",33.9,"L","OD","06/26/2018","","D01E","D","D01",45.56099,-84.706556,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.08503302590913,"Quercus","live","E"
"63","QURU",412,"696","UMBS",34.1,"L","OD","06/26/2018","","D01E","D","D01",45.5608702,-84.7068544,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.15452857302745,"Quercus","live","E"
"64","QURU",412,"641","UMBS",34.3,"L","OD","06/26/2018","","D01E","D","D01",45.5609083,-84.7067225,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.2242098259725,"Quercus","live","E"
"65","QURU",412,"673","UMBS",34.8,"L","OD","06/26/2018","","D01E","D","D01",45.560818,-84.7066807,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.39922155634502,"Quercus","live","E"
"66","QURU",412,"698","UMBS",35.1,"L","OD","06/26/2018","697-698 share base","D01E","D","D01",45.5608676,-84.7068405,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.5047801563686,"Quercus","live","E"
"67","QURU",412,"645","UMBS",35.9,"L","OD","06/26/2018","","D01E","D","D01",45.5610278,-84.7066659,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.78827544086628,"Quercus","live","E"
"68","QURU",412,"661","UMBS",36.3,"L","OD","06/26/2018","","D01E","D","D01",45.560906,-84.7065926,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.9311087335598,"Quercus","live","E"
"69","QURU",412,"688","UMBS",42.1,"L","OD","06/26/2018","","D01E","D","D01",45.5607853,-84.7067959,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.0808145573943,"Quercus","live","E"
"70","QURU",413,"703","UMBS",47.2,"L","OD","06/26/2018","702-703 share base, 703 in new plot, labeled as outside plot bc tripod not at specific center","D01E","D","D01",45.5609477,-84.7069534,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",13.0866005198348,"Quercus","live","E"
"71","BEPA",411,"633","UMBS",35.1,"D","UN","06/26/2018","","D01W","D","D01",45.5608877,-84.7070706,"FL",0.0132,1.9505,NA,"Upper Great Lakes","Perala and Alban, 1994",13.6362659225899,"Betula","live","W"
"72","QURU",411,"597","UMBS",45.7,"L","OD","06/26/2018","","D01W","D","D01",45.5609086,-84.7074867,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",12.4858843643299,"Quercus","live","W"
"73","QURU",411,"583","UMBS",43.2,"L","OD","06/26/2018","","D01W","D","D01",45.5609435,-84.7072279,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.5045620017963,"Quercus","live","W"
"74","QURU",411,"593","UMBS",41.2,"L","OD","06/26/2018","593-594 share base","D01W","D","D01",45.5608844,-84.7074157,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.7378340231857,"Quercus","live","W"
"75","QURU",411,"609","UMBS",40.7,"L","OD","06/26/2018","","D01W","D","D01",45.5607518,-84.7073041,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.5487524995092,"Quercus","live","W"
"76","QURU",411,"594","UMBS",39.4,"L","OD","06/26/2018","593-594 share base","D01W","D","D01",45.5608851,-84.7074176,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.0620909868391,"Quercus","live","W"
"77","QURU",411,"615","UMBS",35.5,"L","OD","06/26/2018","615-617 share base","D01W","D","D01",45.5607453,-84.7072286,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.64616444036262,"Quercus","live","W"
"78","QURU",411,"622","UMBS",35.3,"L","OD","06/26/2018","621-622 share base","D01W","D","D01",45.5608416,-84.7072595,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.57538117927288,"Quercus","live","W"
"79","QURU",411,"589","UMBS",34.7,"L","OD","06/26/2018","","D01W","D","D01",45.5609931,-84.7074176,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.36412709090601,"Quercus","live","W"
"80","QURU",411,"631","UMBS",34,"L","OD","06/26/2018","","D01W","D","D01",45.560838,-84.7070864,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.11975754909738,"Quercus","live","W"
"81","QURU",411,"639","UMBS",32.6,"L","OD","06/26/2018","","D01W","D","D01",45.5609761,-84.7071809,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.63788025775676,"Quercus","live","W"
"82","QURU",411,"617","UMBS",32.1,"L","OD","06/26/2018","615-617 share base","D01W","D","D01",45.5607555,-84.7072316,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.46803009680349,"Quercus","live","W"
"83","QURU",411,"635","UMBS",31.9,"L","OD","06/26/2018","","D01W","D","D01",45.5609412,-84.7071382,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.40042533433633,"Quercus","live","W"
"84","QURU",410,"616","UMBS",30.6,"L","OD","06/26/2018","615-617 share base, 616 in new plot 410","D01W","D","D01",45.5607613,-84.7072282,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.96571839132403,"Quercus","live","W"
"85","QURU",411,"624","UMBS",29.9,"L","OD","06/26/2018","623-624 share base","D01W","D","D01",45.5608563,-84.70722,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.73508089484385,"Quercus","live","W"
"86","QURU",411,"614","UMBS",28.9,"L","OD","06/26/2018","","D01W","D","D01",45.5607244,-84.707247,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.40984604576649,"Quercus","live","W"
"87","QURU",411,"621","UMBS",28.6,"L","OD","06/26/2018","621-622 share base","D01W","D","D01",45.5608331,-84.7072662,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.31326203898282,"Quercus","live","W"
"88","POGR",411,"604","UMBS",29.6,"D","OS","06/26/2018","","D01W","D","D01",45.5607724,-84.70743,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.00554474139102,"Populus","live","W"
"89","QURU",411,"623","UMBS",26.4,"L","OD","06/26/2018","623-624 share base","D01W","D","D01",45.5608675,-84.7072204,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.61920596578813,"Quercus","live","W"
"90","QURU",411,"598","UMBS",24.8,"L","OD","06/26/2018","598-599 share base","D01W","D","D01",45.5608821,-84.7074836,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.13060326245538,"Quercus","live","W"
"91","QURU",411,"636","UMBS",23.6,"L","OD","06/26/2018","","D01W","D","D01",45.5609539,-84.7071396,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.77340409884575,"Quercus","live","W"
"92","POGR",411,"630","UMBS",26.2,"L","OD","06/26/2018","POGR or POTR","D01W","D","D01",45.560855,-84.7071031,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.54987224034321,"Populus","live","W"
"93","QURU",411,"628","UMBS",22.2,"L","OD","06/26/2018","","D01W","D","D01",45.5608967,-84.7072429,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.36701632274178,"Quercus","live","W"
"94","QURU",411,"637","UMBS",22.1,"L","OD","06/26/2018","","D01W","D","D01",45.5609598,-84.7071232,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.33842401650759,"Quercus","live","W"
"95","QURU",411,"605","UMBS",17.8,"L","OD","06/26/2018","","D01W","D","D01",45.5607769,-84.7073923,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.16666659496072,"Quercus","live","W"
"96","ACRU",411,"601","UMBS",16.7,"L","OS","06/26/2018","601-603 share base","D01W","D","D01",45.5608423,-84.707439,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.84899834775949,"Acer","live","W"
"97","ACRU",411,"602","UMBS",16.6,"L","OS","06/26/2018","601-603 share base","D01W","D","D01",45.5608394,-84.7074464,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.8227686625248,"Acer","live","W"
"98","POGR",411,"612","UMBS",20.7,"D","UN","06/26/2018","","D01W","D","D01",45.5608282,-84.70729,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",2.66192797303761,"Populus","live","W"
"99","ACRU",411,"634","UMBS",15.7,"L","OS","06/26/2018","","D01W","D","D01",45.5609067,-84.7071346,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.59056382402401,"Acer","live","W"
"100","QURU",411,"607","UMBS",14.7,"L","OS","06/26/2018","","D01W","D","D01",45.5607588,-84.7073562,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.39710997671561,"Quercus","live","W"
"101","QURU",411,"599","UMBS",12.6,"D","OS","06/26/2018","598-599 share base","D01W","D","D01",45.5608817,-84.7074726,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.91549216768066,"Quercus","live","W"
"102","ACRU",411,"613","UMBS",12.4,"L","OS","06/26/2018","","D01W","D","D01",45.560765,-84.7072699,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.80126755715205,"Acer","live","W"
"103","ACRU",411,"603","UMBS",11.9,"L","OS","06/26/2018","601-603 share base","D01W","D","D01",45.560837,-84.7074411,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.69064004797495,"Acer","live","W"
"104","QURU",411,"585","UMBS",10.2,"M","UN","06/26/2018","","D01W","D","D01",45.5609599,-84.7073274,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.40849233301132,"Quercus","live","W"
"105","QURU",411,"608","UMBS",9.3,"L","UN","06/26/2018","","D01W","D","D01",45.5607536,-84.7073547,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",1.23135684100207,"Quercus","live","W"
"106","ACRU",411,"619","UMBS",8.2,"L","UN","06/26/2018","","D01W","D","D01",45.5607751,-84.7072156,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.952757035581599,"Acer","live","W"
"107","PIST",411,"596","UMBS",19.2,"L","OS","06/26/2018","","D01W","D","D01",45.5609374,-84.7075029,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.837187893813905,"Pinus","live","W"
"108","PIST",411,"592","UMBS",17.9,"L","OS","06/26/2018","","D01W","D","D01",45.5608931,-84.7073543,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.737052738797969,"Pinus","live","W"
"109","PIST",411,"595","UMBS",15.6,"L","OS","06/26/2018","reading taken below DBH","D01W","D","D01",45.5609582,-84.7074848,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.574079451700732,"Pinus","live","W"
"110","PIST",411,"610","UMBS",15.4,"L","OS","06/26/2018","","D01W","D","D01",45.5607744,-84.7073108,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.560776436817804,"Pinus","live","W"
"111","PIST",411,"620","UMBS",14.8,"L","OS","06/26/2018","veg plot","D01W","D","D01",45.5608124,-84.7072207,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.521711180446328,"Pinus","live","W"
"112","PIST",411,"626","UMBS",14.1,"L","OS","06/26/2018","","D01W","D","D01",45.5608385,-84.707181,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.477744542627071,"Pinus","live","W"
"113","PIST",411,"588","UMBS",13.6,"L","OS","06/26/2018","","D01W","D","D01",45.5609069,-84.7073352,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.447409090138174,"Pinus","live","W"
"114","PIST",411,"600","UMBS",11.7,"L","OS","06/26/2018","","D01W","D","D01",45.5608627,-84.7074523,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.340375519990951,"Pinus","live","W"
"115","PIST",411,"606","UMBS",11.3,"L","OS","06/26/2018","","D01W","D","D01",45.5607475,-84.7073694,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.319527424484366,"Pinus","live","W"
"116","PIST",411,"611","UMBS",10.2,"L","OS","06/26/2018","","D01W","D","D01",45.560814,-84.7072883,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.26527182126673,"Pinus","live","W"
"117","PIST",411,"584","UMBS",9.1,"L","OS","06/26/2018","reading taken below DBH","D01W","D","D01",45.5609764,-84.7072761,"FL",0.0039,1.817,0.262,"Upper Great Lakes","Perala and Alban, 1994",0.215597051360661,"Pinus","live","W"
